id,name,description,price,duration,category,image_url,created_at
a6eed09b-141e-4bc2-9f92-39f976f72678,Aumento de Labios,"Tratamiento para aumentar el volumen y mejorar la forma de los labios mediante el uso de ácido hialurónico, logrando un aspecto más voluminoso y definido de forma natural.",350,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/aumento_de_labios.jpg,2025-03-06T19:15:04.684158
c44c883d-bbc6-445e-a6ce-7a0cc94671a4,K-Láser,"Tratamiento láser avanzado que rejuvenece la piel, reduce imperfecciones y mejora la textura cutánea con mínima invasión y rápida recuperación.",280,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/k-laser.jpg,2025-03-06T19:15:05.856888
f6fba02c-4792-44a3-9620-845ebb64c28b,Eliminación de Arrugas,"Tratamiento para suavizar líneas de expresión y arrugas mediante técnicas como toxina botulínica o rellenos dérmicos, devolviendo juventud al rostro.",400,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/eliminacion_de_arrugas.jpg,2025-03-06T19:15:07.039935
ac64c487-7228-42d2-8e82-69eb2630806f,Rinomodelación,"Procedimiento no quirúrgico que permite modificar la forma de la nariz usando ácido hialurónico, corrigiendo imperfecciones sin cirugía.",600,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/rinomodelacion.jpg,2025-03-06T19:15:08.352127
75775a5e-4ddd-479d-acc5-0e6e7da90cde,Láser CO2,"Tratamiento láser fraccionado que renueva la piel, reduciendo arrugas, cicatrices y manchas mediante la estimulación del colágeno.",450,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/laser_co2.jpg,2025-03-06T19:15:09.534652
c77a77a4-3155-4c33-9b28-7852189c953f,Eliminación de ojeras,Tratamiento especializado para reducir la apariencia de ojeras y bolsas mediante rellenos dérmicos o técnicas específicas para el contorno de ojos.,380,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/eliminacion_de_ojeras.jpg,2025-03-06T19:15:10.826123
af47d85a-1b22-4a99-aa75-3541415da41b,Aumento de Mentón,"Procedimiento para definir y proyectar el mentón usando rellenos dérmicos o implantes, mejorando el perfil facial y equilibrando las facciones.",500,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/aumento_de_menton.jpg,2025-03-06T19:15:12.108076
7de3f719-bb9c-423d-8d06-0fa749f5c1dd,Armonización Facial,"Conjunto de técnicas estéticas que buscan equilibrar y proporcionar armonía a los rasgos faciales, mejorando la estética global del rostro.",1200,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/armonizacion_facial.jpg,2025-03-06T19:15:13.356960
5a739555-9077-48da-bb31-978128380483,Aumento de Pómulos,"Tratamiento para realzar y definir los pómulos mediante rellenos dérmicos, dando mayor estructura y definición al rostro.",550,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/aumento_de_pomulos.jpg,2025-03-06T19:15:14.665879
13e62d27-d214-49a7-a88e-a535859bc626,Marcación Mandibular,"Procedimiento para definir y esculpir el contorno mandibular, creando un aspecto más definido y estéticamente atractivo.",580,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/marcacion_mandibular.jpg,2025-03-06T19:15:15.845324
bf11fee5-9798-4944-b183-31bb41d0671a,Masculinización facial,"Conjunto de técnicas estéticas diseñadas para acentuar rasgos masculinos en el rostro como mandíbula definida, mentón prominente y pómulos marcados.",1500,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/masculinizacion_facial.jpg,2025-03-06T19:15:17.015115
8e706d9f-d023-4c48-b03a-4073353e6ffb,Dermapen,"Técnica de microagujas que estimula la producción natural de colágeno, mejorando la textura de la piel y reduciendo cicatrices, arrugas y estrías.",250,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/dermapen.jpg,2025-03-06T19:15:18.188707
efb15fc5-0fde-440f-958a-04e1d36ade47,Surco Nasogeniano,Tratamiento específico para suavizar las líneas que van desde las aletas de la nariz hasta las comisuras de los labios mediante rellenos dérmicos.,480,45,Medicina Estética Facial,https://clinicaslove.com/img/tratamientos/medicina_estetica_facial/surco_nasogeniano.jpg,2025-03-06T19:15:19.374343
3669e4dd-dc60-4b4e-aae7-e4a91dcbfcfa,Rinoseptoplastia,"Cirugía que corrige tanto la estética de la nariz como problemas funcionales del tabique nasal, mejorando la apariencia y la respiración.",4500,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/rinoseptoplastia.jpg,2025-03-06T19:15:20.543681
ffe56417-065c-46be-ac47-52848a3bfa8d,Lipopapada,"Procedimiento quirúrgico para eliminar la grasa acumulada en la zona submentoniana, definiendo el contorno entre el cuello y la mandíbula.",2200,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/lipopapada.jpg,2025-03-06T19:15:21.788262
aea36750-9557-439d-9d18-f2ec3c3ce2eb,Otoplastia,"Cirugía para corregir la forma, posición o proporción de las orejas, acercándolas a la cabeza en casos de orejas prominentes.",1800,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/otoplastia.jpg,2025-03-06T19:15:23.038356
2625312e-3c7f-47ae-83ea-0d6951f10cf7,Blefaroplastia,"Cirugía de los párpados que elimina el exceso de piel y bolsas, rejuveneciendo la mirada y mejorando el campo visual en casos necesarios.",2500,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/blefaroplastia.jpg,2025-03-06T19:15:24.335647
56b29f23-3f27-4495-b753-e73557ede3ec,Lóbulos rasgados,Reparación quirúrgica de lóbulos de las orejas estirados o rasgados por traumas o uso prolongado de pendientes pesados.,550,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/lobulos_rasgados.jpg,2025-03-06T19:15:25.480971
4046ea8f-d34d-4535-8d78-3dca779fea05,Bichectomia,"Cirugía que reduce las bolas de Bichat para estilizar el rostro, definiendo los pómulos y afinando la cara.",1750,120,Cirugía Estética Facial,https://clinicaslove.com/img/tratamientos/cirugía_estetica_facial/bichectomia.jpg,2025-03-06T19:15:26.803613
d46d7d62-6dfc-446f-b816-daf26b8abc5a,Aumento de Pecho,Cirugía de aumento mamario mediante implantes o grasa autóloga para mejorar el volumen y forma del busto.,5500,120,Cirugía Corporal,https://clinicaslove.com/img/tratamientos/cirugía_corporal/aumento_de_pecho.jpg,2025-03-06T19:15:27.982217
735cd558-b201-4f07-be90-7f62111489e6,Abdominoplastia,"Cirugía para eliminar el exceso de piel y grasa del abdomen, reparando también la musculatura abdominal para un vientre más plano y tonificado.",6000,120,Cirugía Corporal,https://clinicaslove.com/img/tratamientos/cirugía_corporal/abdominoplastia.jpg,2025-03-06T19:15:29.176229
